Grid_ID,Grid_X,Grid_Y,Center_Latitude,Center_Longitude,South_Latitude,North_Latitude,West_Longitude,East_Longitude,Historical_Samples,Historical_Unique_Dates,Observation_Support,Prediction_Dates,Mean_Predicted_LST,Median_Predicted_LST,Minimum_Predicted_LST,Maximum_Predicted_LST,LST_StdDev,Hot_Frequency,Very_Hot_Frequency,Median_L_NDVI,Median_S2_NDVI,Median_NDBI,Median_NDWI,Median_Tree_Probability,Median_Built_Probability,Median_Albedo,Elevation,Distance_To_Water,Persistent_Heat_Score,Persistent_Cooling_Priority,Prediction_Source,Reliable_Median_LST,Reliable_Mean_LST,Reliable_Max_LST,Reliable_Hot_Frequency,Reliable_Very_Hot_Frequency,Reliable_L_NDVI,Reliable_S2_NDVI,Reliable_Tree_Probability,Reliable_Built_Probability,Reliable_Distance_To_Water,Reliable_Albedo,Reliable_Heat_Score,Reliable_Priority,Data_Source,Confidence_Level,Final_Median_LST,Final_Mean_LST,Final_Max_LST,Final_Hot_Frequency,Final_Very_Hot_Frequency,Final_L_NDVI,Final_S2_NDVI,Final_Tree_Probability,Final_Built_Probability,Final_Distance_To_Water,Final_Albedo,Heat_Intensity_Score,Hot_Frequency_Score,Very_Hot_Frequency_Score,Low_Tree_Score,Built_Score,Water_Distance_Score,Low_Albedo_Score,Hybrid_Heat_Score,Final_Cooling_Priority,Cell_Area_m2,Cell_Area_hectares,Min_Greening_Fraction,Max_Greening_Fraction,Tree_Need_Score,Built_Intensity_Score,Heat_Need_Score,Need_Factor,Suggested_Greening_Fraction,Suggested_Greening_Percent,Total_Cooling_Area_m2,Tree_Cooling_Share,Tree_Canopy_Target_m2,Non_Tree_Cooling_Area_m2,Assumed_Mature_Canopy_Per_Tree_m2,Approx_Trees_To_Plant,Trees_Per_Hectare,Recommended_Intervention,Planning_Reliability,Area_Name,Neighbourhood,Suburb,Town,City,City_District,County,State_District,Postcode,Display_Name
8401_1424,8401,1424,12.796442687747035,77.4505814838062,12.79195113187208,12.80093424362199,77.44597215324119,77.4551908143712,1,1,Limited,7,39.542373847014304,38.0232910112,33.734889308300005,47.46285393530002,5.002269946825204,0.2857142857142857,0.1428571428571428,0.3642067720632946,0.2919091541395153,0.0995445656498743,-0.4662000788719663,0.2174207968885196,0.0899918687278114,0.1393756460894041,753.5899284146644,6042.669080967167,43.42324047691301,High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,38.0232910112,39.542373847014304,47.46285393530002,0.2857142857142857,0.1428571428571428,0.3642067720632946,0.2919091541395153,0.2174207968885196,0.0899918687278114,6042.669080967167,0.1393756460894041,0.5635974049699364,0.2857142857142857,0.1428571428571428,0.6568250750912649,0.0891964496005018,0.2978590513379742,0.4947550520052587,40.18676185961682,Low,1000000,100,0.01,0.03,0.6568250750912649,0.0891964496005018,0.4296724142674027,0.4240568543890292,0.0184811370877805,1.8481137087780584,18481.137087780586,0.85,15708.966524613494,2772.1705631670884,30,524,5.24,Maintain existing vegetation and monitor heat conditions,Limited,Shyanumangala,,,,,,Ramanagara taluk,Bengaluru South,562109.0,"Chikkakuntanahalli, Shyanumangala, Ramanagara taluk, Bengaluru South, Karnataka, 562109, India"
8401_1425,8401,1425,12.805425799496946,77.4505814838062,12.80093424362199,12.8099173553719,77.44597215324119,77.4551908143712,3,3,Moderate,7,38.11691302044289,38.07721027669999,32.29716755570003,45.59220576950008,5.016266142354031,0.2857142857142857,0.1428571428571428,0.4879159824076283,0.442990947857127,0.003318470630821,-0.549158517595705,0.2530133309866909,0.0964286428664251,0.1435752984152861,728.606466642083,7018.755383167377,43.70499690134053,High,Historical support + V5,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,70.12321233840426,Very High,Reliable Multi-Date Observation,Moderate,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,0.8780103689611516,0.6666666666666666,0.6666666666666666,0.9511179963288444,0.2189265921015401,0.3077534343067289,0.4707837505102328,70.02236619220076,Very High,1000000,100,0.12,0.18,0.9511179963288444,0.2189265921015401,0.867653280049435,0.7346842587602546,0.1640810555256152,16.408105552561526,164081.0555256153,0.85,139468.897196773,24612.158328842284,30,4649,46.49,Large canopy expansion + urban forest + park restoration + shaded corridors,Moderate,Shyanumangala,,,,,,Ramanagara taluk,Bengaluru South,562109.0,"Chikkakuntanahalli, Shyanumangala, Ramanagara taluk, Bengaluru South, Karnataka, 562109, India"
8401_1426,8401,1426,12.814408911246856,77.4505814838062,12.8099173553719,12.81890046712181,77.44597215324119,77.4551908143712,2,2,Limited,7,38.72636307654289,37.43142666800003,32.89556031710002,45.348039510800064,4.567291132893971,0.2857142857142857,0.1428571428571428,0.442239703183348,0.3820972084965249,0.0462792869195587,-0.5257241978451939,0.1621212369032614,0.1836609708048842,0.1490550539316293,727.553315275582,5598.547150741541,41.97368589670404,Moderate,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.43142666800003,38.72636307654289,45.348039510800064,0.2857142857142857,0.1428571428571428,0.442239703183348,0.3820972084965249,0.1621212369032614,0.1836609708048842,5598.547150741541,0.1490550539316293,0.5324311263218804,0.2857142857142857,0.1428571428571428,0.7548422317796348,0.2159950619652222,0.2759671133478465,0.4485654009192129,41.649609028767024,Low,1000000,100,0.01,0.03,0.7548422317796348,0.2159950619652222,0.4511467260497011,0.4986522370340581,0.0199730447406811,1.997304474068116,19973.04474068116,0.85,16977.088029578987,2995.956711102175,30,566,5.66,Maintain existing vegetation and monitor heat conditions,Limited,Gollarapalya,,,,,,Ramanagara taluk,Bengaluru South,562109.0,"Talakuppe, Gollarapalya, Ramanagara taluk, Bengaluru South, Karnataka, 562109, India"
8401_1427,8401,1427,12.823392022996766,77.4505814838062,12.81890046712181,12.827883578871722,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.34703121694288,37.99167432619998,32.56785764960002,45.249361273400034,4.696673622062758,0.2857142857142857,0.1428571428571428,0.4742449716585261,0.4195600928061594,0.0155364184685181,-0.533563300745004,0.1908608601700713,0.14823719360896,0.1456058777955465,729.6933230749603,5685.835997862472,43.87822334105667,High,V5 prediction only,,,,,,,,,,,,,,V5 Prediction Only,Prediction Only,37.99167432619998,38.34703121694288,45.249361273400034,0.2857142857142857,0.1428571428571428,0.4742449716585261,0.4195600928061594,0.1908608601700713,0.14823719360896,5685.835997862472,0.1456058777955465,0.5619325396575389,0.2857142857142857,0.1428571428571428,0.703901932116155,0.1680423679224805,0.2802698101938013,0.4650246972787466,41.39482995948461,Low,1000000,100,0.01,0.03,0.703901932116155,0.1680423679224805,0.4474066188910341,0.467338915777688,0.0193467783155537,1.934677831555376,19346.77831555376,0.85,16444.761568220692,2902.0167473330657,30,549,5.49,Maintain existing vegetation and monitor heat conditions,Model Only,Gonipura,,,,,Gonipura,Bangalore South,Bengaluru Urban,,"Gonipura, Bangalore South, Bengaluru Urban, Karnataka, India"
8401_1428,8401,1428,12.832375134746677,77.4505814838062,12.827883578871722,12.836866690621632,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.18138664341432,38.28273581929998,32.87494965650003,45.12299707400005,4.840056341670859,0.2857142857142857,0.1428571428571428,0.4584195370589583,0.4199701445258207,0.0002071321153656,-0.5237346032503071,0.161445720677193,0.244065156050253,0.1484212474154676,743.8025888934986,7392.916797876502,46.009988436429616,Very High,V5 prediction only,,,,,,,,,,,,,,V5 Prediction Only,Prediction Only,38.28273581929998,38.18138664341432,45.12299707400005,0.2857142857142857,0.1428571428571428,0.4584195370589583,0.4199701445258207,0.161445720677193,0.244065156050253,7392.916797876502,0.1484212474154676,0.577259199730739,0.2857142857142857,0.1428571428571428,0.7560395682465747,0.2977634007268361,0.3644163124821685,0.4515898939785776,44.287463126621454,Low,1000000,100,0.01,0.03,0.7560395682465747,0.2977634007268361,0.4898699108964451,0.5350026634265882,0.0207000532685317,2.070005326853176,20700.053268531763,0.85,17595.045278251997,3105.007990279766,30,587,5.87,Maintain existing vegetation and monitor heat conditions,Model Only,Gonipura,,,,,Gonipura,Bangalore South,Bengaluru Urban,,"Gonipura, Bangalore South, Bengaluru Urban, Karnataka, India"
8401_1429,8401,1429,12.841358246496586,77.4505814838062,12.836866690621632,12.84584980237154,77.44597215324119,77.4551908143712,2,2,Limited,7,38.52432635578573,37.92527928769999,32.90126841050003,45.14003590370002,4.656976804057585,0.2857142857142857,0.1428571428571428,0.4112010797165323,0.3554586969496968,0.0294722170862368,-0.4917071822300972,0.1032155216397885,0.3658788148473891,0.1544629674791438,755.1063342480509,9948.568541391916,45.78695174563877,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.92527928769999,38.52432635578573,45.14003590370002,0.2857142857142857,0.1428571428571428,0.4112010797165323,0.3554586969496968,0.1032155216397885,0.3658788148473891,9948.568541391916,0.1544629674791438,0.5584363225015077,0.2857142857142857,0.1428571428571428,0.8592512130510862,0.462660923603027,0.4903911083337895,0.422759107400562,47.40564675694212,Moderate,1000000,100,0.04,0.07,0.8592512130510862,0.462660923603027,0.535644239810698,0.6306608513929162,0.0589198255417874,5.891982554178749,58919.82554178748,0.7,41243.87787925124,17675.947662536244,30,1375,13.75,Targeted tree planting + vegetation protection + local shade improvement,Limited,ಕೆಂಚನಪಾಳ್ಯ,,,,,Kumbalagodu Gollahalli,Bangalore South,Bengaluru Urban,560074.0,"ಕಲ್ಲೇಗೌಡನ ಪಾಳ್ಯ, Kumbalagodu Gollahalli, ಕೆಂಚನಪಾಳ್ಯ, Bangalore South, Bengaluru Urban, Karnataka, 560074, India"
8401_1430,8401,1430,12.850341358246496,77.4505814838062,12.84584980237154,12.854832914121452,77.44597215324119,77.4551908143712,2,2,Limited,7,38.45553137895717,37.6099327625,33.117150553700014,45.76406381510006,5.05683366117992,0.2857142857142857,0.1428571428571428,0.3861674672598762,0.3226566450945431,0.0534704475220884,-0.475591653976843,0.0842897837489644,0.4198261423982625,0.1592249072587537,768.2719703256097,12433.245946957732,45.05502851418059,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.6099327625,38.45553137895717,45.76406381510006,0.2857142857142857,0.1428571428571428,0.3861674672598762,0.3226566450945431,0.0842897837489644,0.4198261423982625,12433.245946957732,0.1592249072587537,0.5418308658829485,0.2857142857142857,0.1428571428571428,0.8927966339691269,0.5356887003463905,0.6128673924039868,0.4000353684592778,48.63970486523416,Moderate,1000000,100,0.04,0.07,0.8927966339691269,0.5356887003463905,0.5537599727005058,0.6679049860559944,0.0600371495816798,6.003714958167984,60037.14958167984,0.7,42026.00470717588,18011.144874503952,30,1401,14.01,Targeted tree planting + vegetation protection + local shade improvement,Limited,ಕೆಂಚನಪಾಳ್ಯ,,,,,Kumbalagodu Gollahalli,Bangalore South,Bengaluru Urban,560074.0,"ಕಲ್ಲೇಗೌಡನ ಪಾಳ್ಯ, Kumbalagodu Gollahalli, ಕೆಂಚನಪಾಳ್ಯ, Bangalore South, Bengaluru Urban, Karnataka, 560074, India"
8401_1431,8401,1431,12.859324469996409,77.4505814838062,12.854832914121452,12.863816025871362,77.44597215324119,77.4551908143712,5,4,Moderate,7,38.57007411204287,37.4332382186,32.78820030890002,45.16970431730001,4.704879337631442,0.2857142857142857,0.1428571428571428,0.3838257057815465,0.3145041488084964,0.0293545607215931,-0.4464990860294894,0.0716153798147754,0.508697015261617,0.1636676040524983,770.0196933748985,12888.687205730706,45.23135004979815,Very High,Historical support + V5,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,50.07942829709218,Moderate,Reliable Multi-Date Observation,Moderate,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,0.5752937587349172,0.2,0.2,0.9648089217250798,0.5662948841212481,0.6653226972813209,0.4281806390926007,49.8614121110058,High,1000000,100,0.08,0.12,0.9648089217250798,0.5662948841212481,0.5716943973319141,0.7079346025668556,0.1083173841026742,10.83173841026742,108317.38410267422,0.7,75822.16887187195,32495.215230802263,30,2528,25.28,Tree canopy expansion + parks + connected green corridors,Moderate,Tagachaguppe,,,,,,Bangalore South,Bengaluru Urban,560060.0,"Tagachaguppe, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
8401_1432,8401,1432,12.868307581746317,77.4505814838062,12.863816025871362,12.872799137621271,77.44597215324119,77.4551908143712,2,2,Limited,7,38.07797688975716,37.88313510109998,32.68429250090003,44.834533276100025,4.927001764670939,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0145581090735587,-0.4241945548611053,0.0647306366284763,0.5640486703511831,0.1486340233090501,760.4096456476475,13348.67451170104,47.59873572306015,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.88313510109998,38.07797688975716,44.834533276100025,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0647306366284763,0.5640486703511831,13348.67451170104,0.1486340233090501,0.5562171020364426,0.2857142857142857,0.1428571428571428,0.9274647577030378,0.7309208100885692,0.6579912739550982,0.4505745380348779,52.02195015890298,High,1000000,100,0.08,0.12,0.9274647577030378,0.7309208100885692,0.6034106754479766,0.7487071378973962,0.1099482855158958,10.994828551589585,109948.28551589584,0.5,54974.14275794792,54974.14275794792,30,1833,18.33,Tree canopy expansion + parks + connected green corridors,Limited,Tagachaguppe,,,,,,Bangalore South,Bengaluru Urban,560060.0,"Tagachaguppe, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
8401_1433,8401,1433,12.877290693496228,77.4505814838062,12.872799137621271,12.881782249371184,77.44597215324119,77.4551908143712,3,2,Limited,7,38.49125212940002,37.3534445417,32.84129924960003,45.94632973160001,5.039723545711817,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0559922750174478,-0.4051256979070787,0.0645134793797761,0.5525895666860274,0.1500156786402096,760.7685926377806,13059.505735621718,45.34856787430518,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.3534445417,38.49125212940002,45.94632973160001,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0645134793797761,0.5525895666860274,13059.505735621718,0.1500156786402096,0.5283247585270335,0.2857142857142857,0.1428571428571428,0.927849663768792,0.7154087745137042,0.6437373844626483,0.443981347758399,50.93159769001374,High,1000000,100,0.08,0.12,0.927849663768792,0.7154087745137042,0.5874045133803913,0.7385613812996598,0.1095424552519863,10.95424552519864,109542.4552519864,0.5,54771.2276259932,54771.2276259932,30,1826,18.26,Tree canopy expansion + parks + connected green corridors,Limited,Kaniminike,,,,,Kumbalagodu,Bangalore South,Bengaluru Urban,560074.0,"Tagachaguppe, Kumbalagodu, Kaniminike, Bangalore South, Bengaluru Urban, Karnataka, 560074, India"
