Grid_ID,Grid_X,Grid_Y,Center_Latitude,Center_Longitude,South_Latitude,North_Latitude,West_Longitude,East_Longitude,Historical_Samples,Historical_Unique_Dates,Observation_Support,Prediction_Dates,Mean_Predicted_LST,Median_Predicted_LST,Minimum_Predicted_LST,Maximum_Predicted_LST,LST_StdDev,Hot_Frequency,Very_Hot_Frequency,Median_L_NDVI,Median_S2_NDVI,Median_NDBI,Median_NDWI,Median_Tree_Probability,Median_Built_Probability,Median_Albedo,Elevation,Distance_To_Water,Persistent_Heat_Score,Persistent_Cooling_Priority,Prediction_Source,Reliable_Median_LST,Reliable_Mean_LST,Reliable_Max_LST,Reliable_Hot_Frequency,Reliable_Very_Hot_Frequency,Reliable_L_NDVI,Reliable_S2_NDVI,Reliable_Tree_Probability,Reliable_Built_Probability,Reliable_Distance_To_Water,Reliable_Albedo,Reliable_Heat_Score,Reliable_Priority,Data_Source,Confidence_Level,Final_Median_LST,Final_Mean_LST,Final_Max_LST,Final_Hot_Frequency,Final_Very_Hot_Frequency,Final_L_NDVI,Final_S2_NDVI,Final_Tree_Probability,Final_Built_Probability,Final_Distance_To_Water,Final_Albedo,Heat_Intensity_Score,Hot_Frequency_Score,Very_Hot_Frequency_Score,Low_Tree_Score,Built_Score,Water_Distance_Score,Low_Albedo_Score,Hybrid_Heat_Score,Final_Cooling_Priority,Cell_Area_m2,Cell_Area_hectares,Min_Greening_Fraction,Max_Greening_Fraction,Tree_Need_Score,Built_Intensity_Score,Heat_Need_Score,Need_Factor,Suggested_Greening_Fraction,Suggested_Greening_Percent,Total_Cooling_Area_m2,Tree_Cooling_Share,Tree_Canopy_Target_m2,Non_Tree_Cooling_Area_m2,Assumed_Mature_Canopy_Per_Tree_m2,Approx_Trees_To_Plant,Trees_Per_Hectare,Recommended_Intervention,Planning_Reliability,Area_Name,Neighbourhood,Suburb,Town,City,City_District,County,State_District,Postcode,Display_Name,Cluster_ID
8401_1425,8401,1425,12.805425799496946,77.4505814838062,12.80093424362199,12.8099173553719,77.44597215324119,77.4551908143712,3,3,Moderate,7,38.11691302044289,38.07721027669999,32.29716755570003,45.59220576950008,5.016266142354031,0.2857142857142857,0.1428571428571428,0.4879159824076283,0.442990947857127,0.003318470630821,-0.549158517595705,0.2530133309866909,0.0964286428664251,0.1435752984152861,728.606466642083,7018.755383167377,43.70499690134053,High,Historical support + V5,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,70.12321233840426,Very High,Reliable Multi-Date Observation,Moderate,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,0.8780103689611516,0.6666666666666666,0.6666666666666666,0.9511179963288444,0.2189265921015401,0.3077534343067289,0.4707837505102328,70.02236619220076,Very High,1000000,100,0.12,0.18,0.9511179963288444,0.2189265921015401,0.867653280049435,0.7346842587602546,0.1640810555256152,16.408105552561526,164081.0555256153,0.85,139468.897196773,24612.158328842284,30,4649,46.49,Large canopy expansion + urban forest + park restoration + shaded corridors,Moderate,Shyanumangala,,,,,,Ramanagara taluk,Bengaluru South,562109.0,"Chikkakuntanahalli, Shyanumangala, Ramanagara taluk, Bengaluru South, Karnataka, 562109, India",1
8401_1431,8401,1431,12.859324469996409,77.4505814838062,12.854832914121452,12.863816025871362,77.44597215324119,77.4551908143712,5,4,Moderate,7,38.57007411204287,37.4332382186,32.78820030890002,45.16970431730001,4.704879337631442,0.2857142857142857,0.1428571428571428,0.3838257057815465,0.3145041488084964,0.0293545607215931,-0.4464990860294894,0.0716153798147754,0.508697015261617,0.1636676040524983,770.0196933748985,12888.687205730706,45.23135004979815,Very High,Historical support + V5,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,50.07942829709218,Moderate,Reliable Multi-Date Observation,Moderate,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,0.5752937587349172,0.2,0.2,0.9648089217250798,0.5662948841212481,0.6653226972813209,0.4281806390926007,49.8614121110058,High,1000000,100,0.08,0.12,0.9648089217250798,0.5662948841212481,0.5716943973319141,0.7079346025668556,0.1083173841026742,10.83173841026742,108317.38410267422,0.7,75822.16887187195,32495.215230802263,30,2528,25.28,Tree canopy expansion + parks + connected green corridors,Moderate,Tagachaguppe,,,,,,Bangalore South,Bengaluru Urban,560060.0,"Tagachaguppe, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",2
8401_1432,8401,1432,12.868307581746317,77.4505814838062,12.863816025871362,12.872799137621271,77.44597215324119,77.4551908143712,2,2,Limited,7,38.07797688975716,37.88313510109998,32.68429250090003,44.834533276100025,4.927001764670939,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0145581090735587,-0.4241945548611053,0.0647306366284763,0.5640486703511831,0.1486340233090501,760.4096456476475,13348.67451170104,47.59873572306015,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.88313510109998,38.07797688975716,44.834533276100025,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0647306366284763,0.5640486703511831,13348.67451170104,0.1486340233090501,0.5562171020364426,0.2857142857142857,0.1428571428571428,0.9274647577030378,0.7309208100885692,0.6579912739550982,0.4505745380348779,52.02195015890298,High,1000000,100,0.08,0.12,0.9274647577030378,0.7309208100885692,0.6034106754479766,0.7487071378973962,0.1099482855158958,10.994828551589585,109948.28551589584,0.5,54974.14275794792,54974.14275794792,30,1833,18.33,Tree canopy expansion + parks + connected green corridors,Limited,Tagachaguppe,,,,,,Bangalore South,Bengaluru Urban,560060.0,"Tagachaguppe, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",2
8401_1433,8401,1433,12.877290693496228,77.4505814838062,12.872799137621271,12.881782249371184,77.44597215324119,77.4551908143712,3,2,Limited,7,38.49125212940002,37.3534445417,32.84129924960003,45.94632973160001,5.039723545711817,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0559922750174478,-0.4051256979070787,0.0645134793797761,0.5525895666860274,0.1500156786402096,760.7685926377806,13059.505735621718,45.34856787430518,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.3534445417,38.49125212940002,45.94632973160001,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0645134793797761,0.5525895666860274,13059.505735621718,0.1500156786402096,0.5283247585270335,0.2857142857142857,0.1428571428571428,0.927849663768792,0.7154087745137042,0.6437373844626483,0.443981347758399,50.93159769001374,High,1000000,100,0.08,0.12,0.927849663768792,0.7154087745137042,0.5874045133803913,0.7385613812996598,0.1095424552519863,10.95424552519864,109542.4552519864,0.5,54771.2276259932,54771.2276259932,30,1826,18.26,Tree canopy expansion + parks + connected green corridors,Limited,Kaniminike,,,,,Kumbalagodu,Bangalore South,Bengaluru Urban,560074.0,"Tagachaguppe, Kumbalagodu, Kaniminike, Bangalore South, Bengaluru Urban, Karnataka, 560074, India",2
8401_1434,8401,1434,12.886273805246136,77.4505814838062,12.881782249371184,12.890765361121092,77.44597215324119,77.4551908143712,1,1,Limited,7,38.443441353928606,37.33179138500001,32.808520437800034,44.76673684940002,4.640049761794561,0.2857142857142857,0.1428571428571428,0.3151313682696669,0.2747994241004294,0.0429735378409632,-0.3935182126917723,0.0662735401421545,0.5276394449750628,0.1510781052999409,761.8207517058432,10401.215487858648,45.01176666942584,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.33179138500001,38.443441353928606,44.76673684940002,0.2857142857142857,0.1428571428571428,0.3151313682696669,0.2747994241004294,0.0662735401421545,0.5276394449750628,10401.215487858648,0.1510781052999409,0.5271845507698416,0.2857142857142857,0.1428571428571428,0.9247299978695862,0.6816341280067045,0.5127032667953997,0.4389115007680256,49.83233018045178,High,1000000,100,0.08,0.12,0.9247299978695862,0.6816341280067045,0.5712674802505412,0.7225710233562478,0.1089028409342499,10.89028409342499,108902.8409342499,0.5,54451.42046712495,54451.42046712495,30,1816,18.16,Tree canopy expansion + parks + connected green corridors,Limited,Kumbalagodu,,,,,,Bangalore South,Bengaluru Urban,560074.0,"Kumbalagodu, Bangalore South, Bengaluru Urban, Karnataka, 560074, India",2
8401_1435,8401,1435,12.895256916996049,77.4505814838062,12.890765361121092,12.899748472871002,77.44597215324119,77.4551908143712,2,2,Limited,7,39.13430132210002,37.77541620079999,33.30821787170002,47.29297834130004,5.154934594205057,0.2857142857142857,0.2857142857142857,0.2725599618488119,0.2275780900866214,0.0805938264194099,-0.3724125172969047,0.0511932209464974,0.4903244735956257,0.1689456146294227,767.4567538717423,7718.411749874573,48.57005585265328,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.77541620079999,39.13430132210002,47.29297834130004,0.2857142857142857,0.2857142857142857,0.2725599618488119,0.2275780900866214,0.0511932209464974,0.4903244735956257,7718.411749874573,0.1689456146294227,0.5505448609207492,0.2857142857142857,0.2857142857142857,0.9514595054805944,0.6311213496579945,0.3804608147242021,0.3536486380849191,50.76999917045695,High,1000000,100,0.08,0.12,0.9514595054805944,0.6311213496579945,0.5850322785593497,0.7248040757564465,0.1089921630302578,10.899216303025783,108992.16303025786,0.7,76294.51412118049,32697.64890907737,30,2544,25.44,Tree canopy expansion + parks + connected green corridors,Limited,Challaghatta,,Challaghatta,,,Challagatta,Bangalore South,Bengaluru Urban,560060.0,"Challaghatta, Challagatta, Kumbalagodu, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",2
8401_1441,8401,1441,12.94915558749551,77.4505814838062,12.944664031620553,12.953647143370464,77.44597215324119,77.4551908143712,4,3,Moderate,7,38.86264197538573,37.2028978508,32.566199909900064,47.28084437030002,5.399964330512806,0.2857142857142857,0.1428571428571428,0.3251390183975958,0.2862137115148008,0.0819898252595935,-0.4397899811410395,0.0861622222330011,0.385972699512678,0.1601408539802982,825.774186796462,2284.244914655661,43.07543346282142,High,Historical support + V5,38.38698542930003,38.06375182295003,44.26791101060005,0.5,0.5,0.3919927570248848,0.3568562494533368,0.0485809613019227,0.4038166870595887,1276.4982043070834,0.15173127875,56.97817820804616,High,Reliable Multi-Date Observation,Moderate,38.38698542930003,38.06375182295003,44.26791101060005,0.5,0.5,0.3919927570248848,0.3568562494533368,0.0485809613019227,0.4038166870595887,1276.4982043070834,0.15173127875,0.58274875562567,0.5,0.5,0.9560896736584468,0.5140169144891021,0.062921953705378,0.4357945896667817,56.95755963539861,Very High,1000000,100,0.12,0.18,0.9560896736584468,0.5140169144891021,0.6758644621244787,0.7334813992525233,0.1640088839551514,16.40088839551514,164008.8839551514,0.7,114806.21876860596,49202.66518654543,30,3827,38.27,Large canopy expansion + urban forest + park restoration + shaded corridors,Moderate,9th Block,,,,,Kenchanapura,Bangalore South,Bengaluru Urban,560060.0,"9th Block, Kenchanapura, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",2
8401_1443,8401,1443,12.967121810995328,77.4505814838062,12.962630255120374,12.971613366870285,77.44597215324119,77.4551908143712,2,2,Limited,7,39.03889705957145,37.608138302,33.07345116800002,46.92943773410001,5.266044582101896,0.2857142857142857,0.2857142857142857,0.2934794139640181,0.2563548873835022,0.0873968911090944,-0.4064936599959861,0.0487720185271795,0.4540838723196448,0.1660046362252223,846.2484817741963,6174.149729357202,47.53322815063531,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.608138302,39.03889705957145,46.92943773410001,0.2857142857142857,0.2857142857142857,0.2934794139640181,0.2563548873835022,0.0487720185271795,0.4540838723196448,6174.149729357202,0.1660046362252223,0.54173637352738,0.2857142857142857,0.2857142857142857,0.9557510292643604,0.5820629317682146,0.3043400782937792,0.3676828402340438,49.76910055510807,High,1000000,100,0.08,0.12,0.9557510292643604,0.5820629317682146,0.5703392816545816,0.7081643058464124,0.1083265722338565,10.83265722338565,108326.5722338565,0.7,75828.60056369954,32497.97167015696,30,2528,25.28,Tree canopy expansion + parks + connected green corridors,Limited,2nd Block,,,,,Kannahalli,Bangalore North,Bengaluru Urban,560112.0,"2nd Block, Kannahalli, Bangalore North, Bengaluru Urban, Karnataka, 560112, India",2
8401_1444,8401,1444,12.97610492274524,77.4505814838062,12.971613366870285,12.980596478620194,77.44597215324119,77.4551908143712,2,1,Limited,7,38.40359700650002,36.73278338,32.25297255710002,46.32666990710004,5.368835920075978,0.2857142857142857,0.2857142857142857,0.2956572073498814,0.2712855585469301,0.06456876643728,-0.3972264476894992,0.0458475670213671,0.5440694417261269,0.1573510354033259,849.6047654182598,8934.489397629544,44.90387676216992,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,36.73278338,38.40359700650002,46.32666990710004,0.2857142857142857,0.2857142857142857,0.2956572073498814,0.2712855585469301,0.0458475670213671,0.5440694417261269,8934.489397629544,0.1573510354033259,0.4956421025539018,0.2857142857142857,0.2857142857142857,0.9609345501015818,0.7038751951568691,0.4404044802898887,0.4089773914211158,50.56894263826449,High,1000000,100,0.08,0.12,0.9609345501015818,0.7038751951568691,0.5820808077910966,0.7451282144412095,0.1098051285776483,10.980512857764838,109805.12857764836,0.5,54902.564288824185,54902.564288824185,30,1831,18.31,Tree canopy expansion + parks + connected green corridors,Limited,Shigehalli,,,,,Shigehalli,Bangalore North,Bengaluru Urban,,"Shigehalli, Bangalore North, Bengaluru Urban, Karnataka, India",2
8401_1445,8401,1445,12.98508803449515,77.4505814838062,12.980596478620194,12.989579590370104,77.44597215324119,77.4551908143712,2,2,Limited,7,38.69833775398574,37.02991185860004,32.715208491800055,47.05874143070002,5.57554283104948,0.2857142857142857,0.2857142857142857,0.2231499136543031,0.1627741333964013,0.0873034199152204,-0.3011737510491615,0.0309600185032208,0.6846761721589623,0.1814833813385661,859.555452674897,9748.039570761088,47.50789007073253,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.02991185860004,38.69833775398574,47.05874143070002,0.2857142857142857,0.2857142857142857,0.2231499136543031,0.1627741333964013,0.0309600185032208,0.6846761721589623,9748.039570761088,0.1814833813385661,0.5112882367816447,0.2857142857142857,0.2857142857142857,0.9873223762650786,0.8942126480914983,0.4805065079763066,0.2938190411577953,52.962236974011,High,1000000,100,0.08,0.12,0.9873223762650786,0.8942126480914983,0.6172139029198825,0.816001554883605,0.1126400621953442,11.26400621953442,112640.0621953442,0.5,56320.0310976721,56320.0310976721,30,1878,18.78,Street trees + green roofs + cool roofs + shaded corridors,Limited,1st Block,,,,,Kodigehalli,Bangalore North,Bengaluru Urban,560112.0,"1st Block, Kodigehalli, Bangalore North, Bengaluru Urban, Karnataka, 560112, India",2
